Frostsavage Robe,43972,132692,1,3,false,78,REQ_LEVEL_ABBR,1348801,0,1419790,0,false,0
Suede Cloak of Frost Protection,36404,133755,1,2,false,68,REQ_LEVEL_ABBR,57347,0,70000,0,false,0
Oak Mallet of the Tiger,3193,133052,1,2,true,16,REQ_LEVEL_ABBR,9900,0,9900,0,false,0
Flask of Relentless Assault,22854,134740,10,1,false,65,REQ_LEVEL_ABBR,1833710,0,1833710,0,false,0
Flask of Relentless Assault,22854,134740,10,1,false,65,REQ_LEVEL_ABBR,1833710,0,1833710,0,false,0
Flask of Relentless Assault,22854,134740,10,1,false,65,REQ_LEVEL_ABBR,1833710,0,1833710,0,false,0
Flask of Relentless Assault,22854,134740,10,1,false,65,REQ_LEVEL_ABBR,1833710,0,1833710,0,false,0
Flask of Relentless Assault,22854,134740,10,1,false,65,REQ_LEVEL_ABBR,1833710,0,1833710,0,false,0
Flask of Relentless Assault,22854,134740,5,1,false,65,REQ_LEVEL_ABBR,916855,0,916855,0,false,0
Flask of Relentless Assault,22854,134740,5,1,false,65,REQ_LEVEL_ABBR,916855,0,916855,0,false,0
Flask of Relentless Assault,22854,134740,5,1,false,65,REQ_LEVEL_ABBR,916855,0,916855,0,false,0
Flask of Relentless Assault,22854,134740,5,1,false,65,REQ_LEVEL_ABBR,916855,0,916855,0,false,0
Flask of Relentless Assault,22854,134740,1,1,false,65,REQ_LEVEL_ABBR,183371,0,183371,0,false,0
Flask of Relentless Assault,22854,134740,1,1,false,65,REQ_LEVEL_ABBR,183371,0,183371,0,false,0
Flask of Relentless Assault,22854,134740,1,1,false,65,REQ_LEVEL_ABBR,183371,0,183371,0,false,0
Silvermoon Armor of the Wild,31256,132629,1,2,false,13,REQ_LEVEL_ABBR,9887,0,10000,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,71966,0,71966,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,71966,0,71966,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,68361,0,71958,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,68361,0,71958,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,68361,0,71958,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,68360,0,71957,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,68359,0,71956,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,68359,0,71956,0,false,0
Glyph of Holy Shock,45746,254292,1,1,false,40,REQ_LEVEL_ABBR,68359,0,71956,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Dense Sharpening Stone,12404,135252,2,1,true,35,REQ_LEVEL_ABBR,1917,0,1936,0,false,0
Lesser Mana Potion,3385,134851,5,1,true,14,REQ_LEVEL_ABBR,5040,0,27110100,0,false,0
Lesser Mana Potion,3385,134851,2,1,true,14,REQ_LEVEL_ABBR,3951,0,4158,0,false,0
Lesser Mana Potion,3385,134851,1,1,true,14,REQ_LEVEL_ABBR,1975,0,2078,0,false,0
Lesser Mana Potion,3385,134851,1,1,true,14,REQ_LEVEL_ABBR,1975,0,2078,0,false,0
Bog Lord Tendril,24291,134324,3,1,true,1,REQ_LEVEL_ABBR,10825,0,11394,0,false,0
